Year,Global,North,Tropics,South
1701,-1.2250528280639654,-0.21219778070068362,-0.9919523403259278,-0.020902784171676625
1702,-1.7165478504638672,-0.36637745581054676,-1.2343953702392578,-0.11577520222778319
1703,-0.42224470620117216,0.2638433335693359,-0.6700639881774904,-0.016023857711792037
1704,-0.0730592007934571,0.2442183173217775,-0.4014069759887696,0.0841294822425842
1705,-1.7058716332031252,-0.47880473005371144,-1.2580786723754884,0.03101168773498531
1706,-0.3302849470825196,0.11376815383300812,-0.47274067523803714,0.02868764098205567
1707,-0.6206341832885741,0.05131310630493169,-0.6491999305755615,-0.02274736799926757
1708,-0.3926420854156492,0.48432548386230495,-0.8317421180694581,-0.045225524377441435
1709,-0.8702812705078128,-0.392277649108887,-0.5278786145782473,0.04987507055053715
1710,-0.8628573668060305,-0.17925035866699235,-0.7320174751098634,0.0484103888168335
1711,-1.5621768088989256,-0.592336538305664,-0.901228700088501,-0.06861162599945073
1712,-0.6252443820373538,0.5511326649169929,-1.1709903712005618,-0.005386717642593352
1713,-0.721306024694824,-0.12527432775878913,-0.6097540143493653,0.013722254667663619
1714,-1.2514689135131836,-0.2231814304687497,-0.9902659147888184,-0.03802139522094726
1715,-0.754807033081055,0.23760057678222718,-1.0357991175064087,0.0433914314460755
1716,-0.8458960189636233,-0.3761841807861331,-0.41425381123352056,-0.05545786420898433
1717,-0.26183404973144536,-0.5736032916503908,0.29209480194396975,0.019674508261871317
1718,-0.8260564273681643,-0.3618414755859375,-0.5268587695861817,0.06264372450942994
1719,-1.746255128466797,-0.4359536826416012,-1.2959697517272952,-0.014331569760131849
1720,-0.19870407706146204,0.19215964533691438,-0.3781971018951416,-0.01266667253723146
1721,-1.1982259546875,-0.361798740966797,-0.8848720098632813,0.048444840966796916
1722,-1.620314478149414,-0.4601242052490234,-1.0341427404693604,-0.1260477377655029
1723,-0.3186649634765628,0.18881015229492226,-0.48358655340270995,-0.023888798355102533
1724,0.15257687838134812,0.1939075746459958,-0.11909334756774899,0.07776261300888064
1725,-1.419960267224121,-0.5246143891479496,-0.9255343107788087,0.030188356938171356
1726,-0.03949712896728536,0.06387961508789014,-0.13227637821350094,0.02889961875000001
1727,-0.27833882475585936,0.04250292341308582,-0.29855877275390624,-0.022282852807617177
1728,-0.052157746939087465,0.4776725994873044,-0.48717996937866215,-0.04265030289001466
1729,-0.5138535655151365,-0.3894447861694338,-0.17488432032165527,0.0504756233322143
1730,-0.4920961072631836,-0.1557411811523436,-0.38591684609985344,0.04956203776588445
1731,-1.2001236482002262,-0.5913884375244143,-0.5419831018798829,-0.06675202555389402
1732,-0.2775654906372072,0.5476998008056645,-0.822406761859131,-0.0028583595153808708
1733,-0.36822018702392606,-0.12051892705078139,-0.26021730756225586,0.012516039854049716
1734,-0.9221273677551269,-0.22175940717773446,-0.6634888901779175,-0.03687923128051759
1735,-0.42749553993530254,0.23990695620117208,-0.7108980986755372,0.043495668457031234
1736,-0.5345575448730471,-0.3745762503662109,-0.1041628298400879,-0.055818398707580534
1737,0.049386128796386784,-0.5625628812377929,0.5936694950500488,0.01827951959838867
1738,-0.5359461985107422,-0.3352367975097658,-0.2629230689163208,0.06221363887023926
1739,-1.499297084692383,-0.4322774902587892,-1.0513411210052492,-0.015678621867370603
1740,0.04958828948364275,0.19923070671386753,-0.13745714221801764,-0.012185256246185317
1741,-1.0171747775939939,-0.36879903413085957,-0.699249932171631,0.05087436668701172
1742,-1.4695257845214844,-0.46874938688964835,-0.8742194950561525,-0.12655693124999995
1743,-0.1888433011230467,0.17034723061523455,-0.33206147243041995,-0.02712918780670163
1744,0.2621387271972658,0.17596138458251995,0.0104498713531494,0.07572743817901616
1745,-1.328246872558594,-0.5607726708251957,-0.7945603258666991,0.027086127593994105
1746,0.045212779962158424,0.04197911286621131,-0.022325937615966778,0.025559536074829033
1747,-0.21494526965331998,0.010723845959472938,-0.20196778392333986,-0.023701427394104017
1748,-0.014893176269530907,0.42991951618652385,-0.40248393782958986,-0.0423285674194336
1749,-0.48149447437133797,-0.4244132999267577,-0.10446019687957764,0.04737890091934203
1750,-0.4672745046386719,-0.1884379214355466,-0.324533637185669,0.045696914648437455
1751,-1.124356751669312,-0.6081415057617188,-0.44712959304199235,-0.06908576488494868
1752,-0.2122316244277958,0.5226881866699215,-0.7299507649383545,-0.004969221068572971
1753,-0.30534288859863346,-0.13772070812988232,-0.17980143403930665,0.012179279154968253
1754,-0.8865805381896974,-0.24793503969726557,-0.5975780939208986,-0.04106751142044063
1755,-0.3687717374999997,0.22228625983886774,-0.6328601408935547,0.04180209279785155
1756,-0.4872824623031616,-0.3971816898925785,-0.032869682171630825,-0.05723113271484376
1757,0.11152342781982434,-0.5771738949829102,0.6736407403381349,0.01505662671203614
1758,-0.4884909510498048,-0.35536782612304657,-0.19433341490020756,0.0612103721855164
1759,-1.4443288960693357,-0.45630987714843774,-0.9730028940216064,-0.015016180620575
1760,0.08735053793334982,0.17152697768554703,-0.07032863290100098,-0.013847735144805862
1761,-0.9246288516723634,-0.3792734056274413,-0.5909754407684327,0.04561987203369146
1762,-1.3746427727783201,-0.4703565295898441,-0.7774279087829591,-0.12685815428466798
1763,-0.08007486635742156,0.1599481483154299,-0.21641580152435308,-0.02360716527557374
1764,0.3760943042724608,0.18048138299560576,0.12004053744506842,0.07557235348892216
1765,-1.2167581614257814,-0.5497624623779298,-0.6949649569427492,0.027969268606567406
1766,0.182624693884277,0.04275726789550793,0.11296370231323243,0.02690380005798335
1767,-0.08472098117065446,0.024195318145752386,-0.08263428096313473,-0.026281865711975144
1768,0.1394385652496332,0.44851865800781276,-0.26825766465454104,-0.04082239077758789
1769,-0.3165566619506838,-0.4059847462280272,0.04011350614013678,0.04931472752380368
1770,-0.3034916833007815,-0.17140216464843788,-0.1793557703979492,0.047266219054412924
1771,-1.053597662402344,-0.6185097635009771,-0.36966308529968267,-0.06542477582244872
1772,-0.13978268003540026,0.5130786691406254,-0.6486455356567382,-0.00421564732360838
1773,-0.2415715322387699,-0.14937044216308618,-0.10395401778259274,0.01175283076629641
1774,-0.8264771438598637,-0.2654644666992184,-0.5219953779418945,-0.0390172076339721
1775,-0.3114286328979491,0.19795752949218798,-0.5529341675720216,0.04354808275909432
1776,-0.3971318184482575,-0.40233516328124974,0.05893020288391116,-0.0537268915145874
1777,0.20051040552978552,-0.5841159613220215,0.7657321375579834,0.018894052056884755
1778,-0.42238265965576166,-0.3776705499023438,-0.11001164769744878,0.06529942168121343
1779,-1.370251536712647,-0.4808533029785158,-0.8771159292022704,-0.012282277587890645
1780,0.19226920429687433,0.15858044208984426,0.0442434704864502,-0.010554690790557875
1781,-0.7657893810516357,-0.3680797979003907,-0.44977031754455565,0.052060701650619524
1782,-1.2293877687011716,-0.46199909685058593,-0.6439077469116212,-0.12348109121704108
1783,0.06866359453125011,0.1632921536865232,-0.06853221416931153,-0.026096103643798867
1784,0.5469195302627565,0.1936088436401369,0.27489746981277463,0.07841314778137208
1785,-1.0453033525451663,-0.5388220887451175,-0.5377114580657959,0.03123027962951669
1786,0.3618554017456056,0.05826515690917946,0.2723496993896484,0.031240380239868176
1787,0.09901187443542467,0.040257271252440906,0.07859379276123052,-0.019839218293762246
1788,0.32419154525756855,0.47069700644531215,-0.10753527395324709,-0.03897006536865228
1789,-0.1274434089477538,-0.39296487227783217,0.21127733646240238,0.05424385736618048
1790,-0.11416585572509742,-0.15813575156250004,-0.00845949765014648,0.05242934400787353
1791,-0.7788695748046879,-0.5738814239501955,-0.1452396294525147,-0.05974847822570806
1792,0.11424038208618126,0.557916297583008,-0.444243544519043,0.0005678180831909171
1793,0.02496009100341777,-0.11240245415039042,0.12270947047119146,0.014653156194305409
1794,-0.5505709515380861,-0.2160754714599612,-0.30292358490142823,-0.03157192236785896
1795,-0.01415104629592891,0.26804426132812553,-0.3320526417297363,0.04985739320526122
1796,-0.09505492646484359,-0.3402487226074218,0.2919818563659668,-0.04678796311798094
1797,0.5141423582336426,-0.5205355413024901,1.0048059017578128,0.029872217429351797
1798,-0.13960719404296845,-0.32508513500976577,0.11525621885375971,0.07022199896850585
1799,-1.0949765521179202,-0.428050967871094,-0.6566487229248047,-0.010276697103881823
1800,0.45493301260986285,0.2206244065429687,0.24219673558044433,-0.007888152584838848
1801,-0.600030095361328,-0.34293123391113256,-0.31280662611694343,0.05570763590011598
1802,-1.110298255004883,-0.46261901777343767,-0.5285644565185548,-0.1191148843688965
1803,0.1994087682861324,0.16121035612792925,0.056155962277221694,-0.01795765789489745
1804,0.6850406877868652,0.21171529248046853,0.3894868453868866,0.08383865817947389
1805,-0.9346428146667477,-0.5332589318847657,-0.43595938817138674,0.034575485037231395
1806,0.42065534025878903,0.05634684250488282,0.32772772111816406,0.03658074355316167
1807,0.15353923149261461,0.022708208276366874,0.1499833545227051,-0.019152297894287133
1808,0.3451343350341798,0.4377686844726563,-0.056395134255981465,-0.036239412359619125
1809,-0.08752059999961845,-0.4097990311523436,0.2648620176635743,0.057416648404312105
1810,-0.10102604963378907,-0.17956953347167992,0.02503676052246093,0.05350659232406621
1811,-0.7733885659057618,-0.5992287339111328,-0.11660311914367685,-0.0575569011703491
1812,0.10437741672363268,0.5226093059326175,-0.4225122129364014,0.00428030468330383
1813,-0.025151229052734498,-0.17160770676269563,0.12885180645904537,0.017604542947769114
1814,-0.6164585090332034,-0.26559787807617186,-0.31931829937133793,-0.03154236874694831
1815,-0.07737436604003863,0.21780980485839885,-0.34389930017395015,0.04871515902099606
1816,-0.16148757282714835,-0.38415703029785103,0.27229436059570306,-0.04962463347930911
1817,0.38649225459594677,-0.5984377449005126,0.9576430507507325,0.027287048652648964
1818,-0.2644012883056641,-0.41922891166992216,0.08521713579254155,0.0696105670440674
1819,-1.2417890096832283,-0.5157403727783203,-0.7126945882278444,-0.013354073272705089
1820,0.31012441820068365,0.14726627336425807,0.17296122225036623,-0.010103146442413365
1821,-0.7965733032531741,-0.40199829477539045,-0.44600980751037606,0.05143466586799623
1822,-1.2751842267333986,-0.500138959350586,-0.6526951782165527,-0.12235008718872066
1823,-0.04510507675781238,0.08143084841308608,-0.10144076734313967,-0.025095094958496125
1824,0.47314724194336005,0.14894809782714852,0.24689823945007325,0.07730082739791866
1825,-1.1456899322113039,-0.5938189958496092,-0.5816859094940185,0.02981477410125731
1826,0.21448534746093723,0.004895867944336125,0.17726840960998533,0.03232132459716797
1827,-0.03711196492767309,-0.02138378345947253,0.008464012948608376,-0.024192103944396977
1828,0.12545048001708972,0.37484503747558573,-0.20706916810913087,-0.04232549440612788
1829,-0.29810943310432414,-0.4642188327026366,0.11481811711578374,0.051291342735672034
1830,-0.3284943952148438,-0.2528284337402346,-0.123541571282959,0.04787568499603273
1831,-0.9913640895263671,-0.6734625391845702,-0.2511612318603516,-0.06674062359924317
1832,-0.1404104802978524,0.4819452552246096,-0.6187716643249512,-0.003584332459259091
1833,-0.24052311914062555,-0.22575953166503873,-0.026649592602539057,0.011885909329605074
1834,-0.8231856859863278,-0.3146131573242186,-0.47021757327575675,-0.03835521996459962
1835,-0.2663049093475337,0.1759285129394525,-0.48358315623779297,0.04134950216674802
1836,-0.36563949228515635,-0.43239540168456986,0.12012737695312505,-0.053371524243164034
1837,0.2483020190368655,-0.6232959246643065,0.8462237799133303,0.025373964468383855
1838,-0.3979720647949221,-0.45475469296875015,-0.008886345324039561,0.06566874774169923
1839,-1.3738810692878727,-0.5395333337402345,-0.8171656180664063,-0.01718207420196531
1840,0.19458960710449222,0.1340518405517582,0.07493816991577146,-0.014400339566802946
1841,-0.8079342991149903,-0.42023378364257796,-0.424593016369629,0.03689257764015201
1842,-1.2769250991943364,-0.5080828049560547,-0.6331829797485351,-0.1356593928497315
1843,-0.020912705639648314,0.08353509433593735,-0.06526744623413089,-0.039180375453186096
